,Unnamed: 0.3,Câu lệnh sinh ra,Câu lệnh có sẵn
1522,1522,hãy mở ra bc kpi cđ để theo dõi,Mở báo cáo KPI chấm điểm 
1523,1523,xin hãy mở bc kpi chấm điểm để hoàn thiện,Mở báo cáo KPI chấm điểm 
1524,1524,mong bạn mở báo cáo kpi chấm điểm để đạt mục tiêu,Mở báo cáo KPI chấm điểm 
1525,1525,vui lòng mở bc kpi chấm điểm để thực hiện đánh giá,Mở báo cáo KPI chấm điểm 
1526,1526,cần mở bc kpi chấm điểm để cập nhật dữ liệu,Mở báo cáo KPI chấm điểm 
1527,1527,hãy mở báo cáo kpi chấm điểm để so sánh kết quả,Mở báo cáo KPI chấm điểm 
1528,1528,xin hãy mở bc kpi chấm điểm để đo lường hiệu suất,Mở báo cáo KPI chấm điểm 
1529,1529,mong bạn mở báo cáo kpi chấm điểm để thấy rõ tiến trình,Mở báo cáo KPI chấm điểm 
1530,1530,vui lòng mở bc kpi cđ để phát triển,Mở báo cáo KPI chấm điểm 
1531,1531,hãy mở ra báo cáo kpi chấm điểm để chia sẻ thông tin,Mở báo cáo KPI chấm điểm 
1532,1532,xin hãy mở báo cáo kpi cđ để quyết định,Mở báo cáo KPI chấm điểm 
1533,1533,mong bạn mở bc kpi chấm điểm để trao đổi ý kiến,Mở báo cáo KPI chấm điểm 
1534,1534,vui lòng mở báo cáo kpi chấm điểm để nhận diện vấn đề,Mở báo cáo KPI chấm điểm 
1535,1535,cần mở báo cáo kpi chấm điểm để tìm ra phương án,Mở báo cáo KPI chấm điểm 
1536,1536,hãy mở bc kpi cđ để theo dõi tiến độ,Mở báo cáo KPI chấm điểm 
1537,1537,xin hãy mở bc kpi cđ để khắc phục lỗi,Mở báo cáo KPI chấm điểm 
1538,1538,mong bạn mở báo cáo kpi chấm điểm để thúc đẩy,Mở báo cáo KPI chấm điểm 
1539,1539,vui lòng mở báo cáo kpi chấm điểm để phục vụ quyết sách,Mở báo cáo KPI chấm điểm 
1540,1540,hãy mở ra bc kpi chấm điểm để đề xuất,Mở báo cáo KPI chấm điểm 
1541,1541,xin hãy mở báo cáo kpi chấm điểm để so sánh thông tin,Mở báo cáo KPI chấm điểm 
1542,1542,mong bạn mở báo cáo kpi cđ để điều chỉnh,Mở báo cáo KPI chấm điểm 
1543,1543,vui lòng mở báo cáo kpi cđ để giám sát,Mở báo cáo KPI chấm điểm 
1544,1544,cần mở báo cáo kpi chấm điểm để thẩm định,Mở báo cáo KPI chấm điểm 
1545,1545,hãy mở bc kpi chấm điểm để đo lường tiến triển,Mở báo cáo KPI chấm điểm 
1546,1546,xin hãy mở bc kpi chấm điểm để phân tích dữ liệu,Mở báo cáo KPI chấm điểm 
1547,1547,mong bạn mở bc kpi chấm điểm để nắm bắt xu hướng,Mở báo cáo KPI chấm điểm 
1548,1548,vui lòng mở báo cáo kpi chấm điểm để phát triển công việc,Mở báo cáo KPI chấm điểm 
1549,1549,hãy mở ra báo cáo kpi chấm điểm để tối ưu hóa,Mở báo cáo KPI chấm điểm 
1550,1550,hãy mở sách hd sử dụng,Mở hướng dẫn sử dụng 
1551,1551,lấy hướng dẫn sử dụng ra,Mở hướng dẫn sử dụng 
1552,1552,đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1553,1553,đọc kỹ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1554,1554,vui lòng đọc hướng dẫn sử dụng kỹ lưỡng,Mở hướng dẫn sử dụng 
1555,1555,hớt tay sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1556,1556,đừng bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1557,1557,cần phải đọc hướng dẫn sử dụng trước khi sử dụng,Mở hướng dẫn sử dụng 
1558,1558,hãy kiểm tra sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1559,1559,kiểm tra sách hướng dẫn sử dụng ngay,Mở hướng dẫn sử dụng 
1560,1560,ko được bỏ qua hd sử dụng,Mở hướng dẫn sử dụng 
1561,1561,học cách sử dụng từ sách hướng dẫn,Mở hướng dẫn sử dụng 
1562,1562,lưu ý hd sử dụng,Mở hướng dẫn sử dụng 
1563,1563,hãy tuân thủ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1564,1564,đọc từ sách hướng dẫn sử dụng ngay,Mở hướng dẫn sử dụng 
1565,1565,đọc từ sách hướng dẫn sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1566,1566,không bỏ qua hd sử dụng,Mở hướng dẫn sử dụng 
1567,1567,không nên bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1568,1568,cần phải mở hd sử dụng,Mở hướng dẫn sử dụng 
1569,1569,lấy hướng dẫn sử dụng ra và đọc,Mở hướng dẫn sử dụng 
1570,1570,đừng quên hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1571,1571,đừng bỏ lỡ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1572,1572,hãy đọc hướng dẫn sử dụng một cách kỹ lưỡng,Mở hướng dẫn sử dụng 
1573,1573,hãy đọc sách hướng dẫn sử dụng một cách kỹ lưỡng,Mở hướng dẫn sử dụng 
1574,1574,đừng quên đọc sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1575,1575,đừng bỏ qua việc đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1576,1576,sửa lỗi bằng cách đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1577,1577,hãy tuân thủ hd sử dụng,Mở hướng dẫn sử dụng 
1578,1578,đọc kỹ sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1579,1579,kiểm tra sách hướng dẫn sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1580,1580,đọc sách hd sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1581,1581,hãy kiểm tra hướng dẫn sử dụng một lần nữa,Mở hướng dẫn sử dụng 
1582,1582,đọc hướng dẫn sử dụng đi,Mở hướng dẫn sử dụng 
1583,1583,đọc sách hướng dẫn sử dụng đi,Mở hướng dẫn sử dụng 
1584,1584,đừng bỏ lỡ hướng dẫn sử dụng lần này,Mở hướng dẫn sử dụng 
1585,1585,mở tài liệu hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1586,1586,mở sách hướng dẫn sử dụng lên,Mở hướng dẫn sử dụng 
1587,1587,đọc kỹ các hd sử dụng,Mở hướng dẫn sử dụng 
1588,1588,sử dụng sách hướng dẫn mỗi khi cần,Mở hướng dẫn sử dụng 
1589,1589,hãy mở sách hướng dẫn,Mở hướng dẫn sử dụng 
1590,1590,đọc hướng dẫn một cách cẩn thận,Mở hướng dẫn sử dụng 
1591,1591,đọc hướng dẫn sử dụng một cách cẩn thận,Mở hướng dẫn sử dụng 
1592,1592,tham khảo hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1593,1593,hãy đọc sách hd sử dụng một lần,Mở hướng dẫn sử dụng 
1594,1594,đừng bỏ qua việc đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1595,1595,hãy đón đọc sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1596,1596,đừng quên đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1597,1597,đọc sách hướng dẫn sử dụng hằng ngày,Mở hướng dẫn sử dụng 
1598,1598,hãy đọc sách hd sử dụng trước khi bắt đầu,Mở hướng dẫn sử dụng 
1599,1599,không nên bỏ qua việc đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1600,1600,hãy mở pờ rô phai để xem thông tin thêm,Mở profile 
1601,1601,mở hồ sơ để kiểm tra các tài liệu,Mở profile 
1602,1602,vui lòng mở thông tin cá nhân của bạn,Mở profile 
1603,1603,hãy mở profile để cập nhật thông tin mới nhất,Mở profile 
1604,1604,mở sơ yếu lý lịch để xem chi tiết về kinh nghiệm làm việc,Mở profile 
1605,1605,xin hãy mở pờ rô phai để tiến hành đăng ký,Mở profile 
1606,1606,hãy mở hồ sơ để xem chi tiết về quá trình học tập,Mở profile 
1607,1607,vui lòng mở thông tin cá nhân để cập nhật địa chỉ mới,Mở profile 
1608,1608,hãy mở profile để xem danh sách bạn bè,Mở profile 
1609,1609,mở sơ yếu lý lịch để kiểm tra các chứng chỉ nghề nghiệp,Mở profile 
1610,1610,xin hãy mở pờ rô phai để bắt đầu quá trình xử lý,Mở profile 
1611,1611,hãy mở hồ sơ để xem thông tin liên hệ,Mở profile 
1612,1612,vui lòng mở thông tin cá nhân của bạn để xem danh sách đơn hàng,Mở profile 
1613,1613,hãy mở profile để xem thông tin cá nhân của người khác,Mở profile 
1614,1614,mở sơ yếu lý lịch để kiểm tra lịch sử công tác,Mở profile 
1615,1615,hãy mở hồ sơ để xem thông tin về khóa học,Mở profile 
1616,1616,hãy mở hồ sơ để xem bảng điểm cá nhân,Mở profile 
1617,1617,vui lòng mở thông tin cá nhân để kiểm tra tình trạng công việc,Mở profile 
1618,1618,hãy mở profile để tải lên ảnh đại diện mới,Mở profile 
1619,1619,mở sơ yếu lý lịch để xem thông tin về phần thưởng và khen thưởng,Mở profile 
1620,1620,xin hãy mở pờ rô phai để kiểm tra lịch làm việc,Mở profile 
1621,1621,hãy mở hồ sơ để chỉnh sửa đơn hàng,Mở profile 
1622,1622,vui lòng mở thông tin cá nhân của bạn để đăng bình luận,Mở profile 
1623,1623,hãy mở profile để xem danh sách sản phẩm đã mua,Mở profile 
1624,1624,mở sơ yếu lý lịch để xem thông tin liên hệ của nhà tuyển dụng,Mở profile 
1625,1625,xin hãy mở pờ rô phai để xem thêm chi tiết công việc,Mở profile 
1626,1626,hãy mở hồ sơ để xem danh sách tin nhắn,Mở profile 
1627,1627,vui lòng mở thông tin cá nhân để thay đổi mật khẩu,Mở profile 
1628,1628,hãy mở profile để tải lên ảnh nền mới,Mở profile 
1629,1629,mở sơ yếu lý lịch để xem những dự án đã làm,Mở profile 
1630,1630,xin hãy mở pờ rô phai để kiểm tra số dư tài khoản,Mở profile 
1631,1631,hãy mở hồ sơ để xem thông tin về khóa học,Mở profile 
1632,1632,vui lòng mở thông tin cá nhân để tạo địa chỉ email mới,Mở profile 
1633,1633,hãy mở profile để xem danh sách nhóm mà bạn tham gia,Mở profile 
1634,1634,mở sơ yếu lý lịch để kiểm tra ngày sinh của người dùng,Mở profile 
1635,1635,xin hãy mở pờ rô phai để tạo sự kiện mới,Mở profile 
1636,1636,hãy mở hồ sơ để xem danh sách phản hồi từ khách hàng,Mở profile 
1637,1637,vui lòng mở thông tin cá nhân để tạo tài khoản mới,Mở profile 
1638,1638,hãy mở profile để đặt hình đại diện,Mở profile 
1639,1639,mở sơ yếu lý lịch để xem thông tin về dự án tham gia,Mở profile 
1640,1640,xin hãy mở pờ rô phai để kiểm tra các việc cần làm,Mở profile 
1641,1641,hãy mở hồ sơ để xem danh sách những người theo dõi bạn,Mở profile 
1642,1642,vui lòng mở thông tin cá nhân để quy đổi tiền tệ,Mở profile 
1643,1643,hãy mở profile để đăng ký tham gia sự kiện,Mở profile 
1644,1644,mở sơ yếu lý lịch để xem thông tin về ngôn ngữ nói được,Mở profile 
1645,1645,xin hãy mở pờ rô phai để xem thông tin liên hệ của công ty,Mở profile 
1646,1646,hãy mở hồ sơ để xem danh sách công việc đã hoàn thành,Mở profile 
1647,1647,vui lòng mở thông tin cá nhân để tạo tài khoản ngân hàng,Mở profile 
1648,1648,hãy mở profile để kiểm tra các yêu cầu kết bạn mới,Mở profile 
1649,1649,mở sơ yếu lý lịch để xem thông tin về hoạt động xã hội,Mở profile 
1650,1650,hãy mở bảng điều hướng,Mở dashboard 
1651,1651,hãy mở đát bót,Mở dashboard 
1652,1652,hãy mở db,Mở dashboard 
1653,1653,hãy mở dashboard,Mở dashboard 
1654,1654,hãy mở bảng điều khiển,Mở dashboard 
1655,1655,vui lòng mở bảng điều hướng,Mở dashboard 
1656,1656,vui lòng mở đát bót,Mở dashboard 
1657,1657,vui lòng mở db,Mở dashboard 
1658,1658,vui lòng mở dashboard,Mở dashboard 
1659,1659,vui lòng mở bảng điều khiển,Mở dashboard 
1660,1660,xin mở bảng điều hướng,Mở dashboard 
1661,1661,xin mở đát bót,Mở dashboard 
1662,1662,xin mở db,Mở dashboard 
1663,1663,xin mở dashboard,Mở dashboard 
1664,1664,xin mở bảng điều khiển,Mở dashboard 
1665,1665,làm ơn mở bảng điều hướng,Mở dashboard 
1666,1666,làm ơn mở đát bót,Mở dashboard 
1667,1667,làm ơn mở db,Mở dashboard 
1668,1668,làm ơn mở dashboard,Mở dashboard 
1669,1669,làm ơn mở bảng điều khiển,Mở dashboard 
1670,1670,hãy mở bảng điều hướng giúp tôi,Mở dashboard 
1671,1671,hãy mở đát bót giúp tôi,Mở dashboard 
1672,1672,hãy mở db giúp tôi,Mở dashboard 
1673,1673,hãy mở dashboard giúp tôi,Mở dashboard 
1674,1674,hãy mở bảng điều khiển giúp tôi,Mở dashboard 
1675,1675,vui lòng mở bảng điều hướng giúp tôi,Mở dashboard 
1676,1676,vui lòng mở đát bót giúp tôi,Mở dashboard 
1677,1677,vui lòng mở db giúp tôi,Mở dashboard 
1678,1678,vui lòng mở dashboard giúp tôi,Mở dashboard 
1679,1679,vui lòng mở bảng điều khiển giúp tôi,Mở dashboard 
1680,1680,xin mở bảng điều hướng giúp tôi,Mở dashboard 
1681,1681,xin mở đát bót giúp tôi,Mở dashboard 
1682,1682,xin mở db giúp tôi,Mở dashboard 
1683,1683,xin mở dashboard giúp tôi,Mở dashboard 
1684,1684,xin mở bảng điều khiển giúp tôi,Mở dashboard 
1685,1685,làm ơn mở bảng điều hướng giúp tôi,Mở dashboard 
1686,1686,làm ơn mở đát bót giúp tôi,Mở dashboard 
1687,1687,làm ơn mở db giúp tôi,Mở dashboard 
1688,1688,làm ơn mở dashboard giúp tôi,Mở dashboard 
1689,1689,làm ơn mở bảng điều khiển giúp tôi,Mở dashboard 
1690,1690,mở bảng điều hướng ngay,Mở dashboard 
1691,1691,mở đát bót ngay,Mở dashboard 
1692,1692,mở db ngay,Mở dashboard 
1693,1693,mở dashboard ngay,Mở dashboard 
1694,1694,mở bảng điều khiển ngay,Mở dashboard 
1695,1695,hãy mở bảng điều hướng ngay lập tức,Mở dashboard 
1696,1696,hãy mở đát bót ngay lập tức,Mở dashboard 
1697,1697,hãy mở db ngay lập tức,Mở dashboard 
1698,1698,hãy mở dashboard ngay lập tức,Mở dashboard 
1699,1699,hãy mở bảng điều khiển ngay lập tức,Mở dashboard 
1700,1700,hãy khởi động biểu đồ,Mở biểu đồ
1701,1701,đăng nhập vào công cụ biểu đồ,Mở biểu đồ
1702,1702,vui lòng bắt đầu hiển thị biểu đồ,Mở biểu đồ
1703,1703,"sử dụng lệnh ""mở biểu đồ"" để bắt đầu",Mở biểu đồ
1704,1704,bật chế độ hiển thị biểu đồ lên,Mở biểu đồ
1705,1705,bắt đầu trình diễn biểu đồ,Mở biểu đồ
1706,1706,kích hoạt chức năng hiển thị biểu đồ,Mở biểu đồ
1707,1707,hãy mở cửa sổ biểu đồ,Mở biểu đồ
1708,1708,mở bản đồ lên để xem,Mở biểu đồ
1709,1709,mở trình duyệt biểu đồ,Mở biểu đồ
1710,1710,mở cuộn biểu đồ lên,Mở biểu đồ
1711,1711,vui lòng mở cửa sổ xem biểu đồ,Mở biểu đồ
1712,1712,kích hoạt biểu đồ trong giao diện,Mở biểu đồ
1713,1713,bạn có thể khởi động hiển thị dữ liệu biểu đồ,Mở biểu đồ
1714,1714,mở mục biểu đồ để xem,Mở biểu đồ
1715,1715,kích hoạt biểu đồ trong menu,Mở biểu đồ
1716,1716,bắt đầu đồng bộ hóa biểu đồ,Mở biểu đồ
1717,1717,mở tab biểu đồ để xem,Mở biểu đồ
1718,1718,hãy mở giao diện biểu đồ lên,Mở biểu đồ
1719,1719,mở hộp thoại biểu đồ để xem,Mở biểu đồ
1720,1720,mở giao diện xem biểu đồ,Mở biểu đồ
1721,1721,bật chế độ xem biểu đồ lên,Mở biểu đồ
1722,1722,mở cửa sổ xem biểu đồ,Mở biểu đồ
1723,1723,vui lòng bật chế độ xem biểu đồ,Mở biểu đồ
1724,1724,mở menu biểu đồ lên và xem,Mở biểu đồ
